Titolo;"Titolo breve";Immagine;Descrizione;"Locandina dell'evento";Inizio;Termine;Durata;Quando;Dove;Informazioni;Destinatari;Costi;Stato;Materia;Circoscrizione;Argomento;"Tipologia evento";"Manifestazione cui fa parte";Associazione;Progressivo;Sottotitolo;Orario;"Posizione geografica";Fonte
"La Giornata della memoria con letture sulla Shoà di G. Ragucci e L. Ferrai";;var/mezzocorona/storage/images/turismo/calendario/la-giornata-della-memoria-con-letture-sulla-shoa-di-g.-ragucci-e-l.-ferrai/108643-1-ita-IT/La-Giornata-della-memoria-con-letture-sulla-Shoa-di-G.-Ragucci-e-L.-Ferrai.png|;"La biblioteca in occasione della Giornata della memoria presenta:LETTURE STORICHE DAL LIBRO“BEATO CHI CAVALCA IL KOCLANO”DI LUCIA FERRAI E GIORGIO RAGUCCI BRUGGER&nbsp,&nbsp,&nbsp,&nbsp,IN BIBLIOTECA MERCOLEDì 1 FEBBRAIO 2017 - ORE 20.30GLI AUTORI RECITERANNO RACCONTI CHE TRATTANO DIVERSI TEMI DELLA SHOÀ&nbsp,- Di che aspetto sei? (Cesare Lombroso, il darwinismo sociale e le origini del razzismo)- Due lettere dalla guerra (Progetto Lebensborn, racconto del progetto eugenetico nazista)- Due diari dal campo della morte (Lager di Treblinka eracconto di Etty Hillesum, scrittrice e filosofa prigioniera ad Auschwitz)- L'ultima follia (monologo di Magda Gobbels,moglie del ministro della propaganda nazista durante la devastazione di Berlino)- Per i suoi occhi (monologo nel bunker&nbsp,di Eva Braun, compagna di Hitler)&nbsp,UN’INIZIATIVA PER NON DIMENTICARE, RIFLETTEREE IMPARARE DAGLI ERRORI DEL PASSATOwww.filoseventi.it";;01/02/2017;01/02/2017;;;;;;;;;;;"Evento singolo";;;;;;;
"ORA Cineforum in comunità: La teoria del tutto al teatro S. Gottardo";;var/mezzocorona/storage/images/turismo/calendario/ora-cineforum-in-comunita-la-teoria-del-tutto-al-teatro-s.-gottardo/108674-2-ita-IT/ORA-Cineforum-in-comunita-La-teoria-del-tutto-al-teatro-S.-Gottardo.png|;"ORA Cineforum in comunità:La teoria del tutto: l'importante non è non cadere ma riuscire a rialzarsi sempreal teatro S. Gottardoil 26.3.2017 h. 20.30La proiezione è organizzata dall'Oratorio di Mezzocorona in collaborazione con gli altri Oratori dei comuni della Piana Rotaliana nell'ambito dell'iniziativa &quot,Ora cineforum in comunità&quot,.Svolgimento dell'iniziativa dal 22 gennaio al 2 aprile 2017 :&nbsp,Programma in allegato.&nbsp,";"www.comune.mezzocorona.tn.it/content/download/9975/108676/Ora Cineforum 2017.pdf";26/03/2017;26/03/2017;;;;;;;;;;;"Evento singolo";;;;;;;
"ORA Cineforum in comunità: Una notte con la regina: il mondo oltre le mura";;var/mezzocorona/storage/images/turismo/calendario/ora-cineforum-in-comunita-una-notte-con-la-regina-il-mondo-oltre-le-mura/108699-3-ita-IT/ORA-Cineforum-in-comunita-Una-notte-con-la-regina-il-mondo-oltre-le-mura.png|;"ORA Cineforum in comunità:Una notte con la regina. Il mondo oltre le mureal teatro S. Gottardoil 02.04.2017 h. 20.30La proiezione è organizzata dall'Oratorio di Mezzocorona in collaborazione con gli altri Oratori dei comuni della Piana Rotaliana nell'ambito dell'iniziativa &quot,Ora cineforum in comunità&quot,.Svolgimento dell'iniziativa dal 22 gennaio al 2 aprile 2017 :&nbsp,Programma in allegato.&nbsp,";"www.comune.mezzocorona.tn.it/content/download/9976/108701/Ora Cineforum 2017.pdf";02/04/2017;02/04/2017;;;;;;;;;;;"Evento singolo";;;;;;;
"ORA Cineforum in comunità: proiezioni di film";;var/mezzocorona/storage/images/turismo/calendario/ora-cineforum-in-comunita-proiezioni-di-film/108724-2-ita-IT/ORA-Cineforum-in-comunita-proiezioni-di-film.png|;"ORA Cineforum in comunità:proiezioni di film in Piana RotalianaLe proiezioni sono organizzate dall'Oratorio di Mezzocorona in collaborazione con gli altri Oratori dei comuni della Piana Rotaliana nell'ambito dell'iniziativa &quot,Ora cineforum in comunità&quot,.Svolgimento dell'iniziativa dal 22 gennaio al 2 aprile 2017 :&nbsp,Programma in allegato.&nbsp,";"www.comune.mezzocorona.tn.it/content/download/9977/108726/Ora Cineforum 2017.pdf";22/01/2017;22/01/2017;;;;;;;;;;;"Evento singolo";;;;;;;
"Sfilata di Carnevale a Mezzocorona con carri allegorici: iscrizioni e festa";;var/mezzocorona/storage/images/turismo/calendario/sfilata-di-carnevale-a-mezzocorona-con-carri-allegorici-iscrizioni-e-festa/108749-1-ita-IT/Sfilata-di-Carnevale-a-Mezzocorona-con-carri-allegorici-iscrizioni-e-festa.jpg|;"Carnevale dei ragazzi: festa di&nbsp,Carnevale&nbsp,a MezzocoronaPROGRAMMA(a breve il programma definitivo)ore 13.00:&nbsp,ritrovo&nbsp,delle&nbsp,maschere&nbsp,e dei&nbsp,carri&nbsp,(strada di accesso alle Cantine Mezzacorona in Via 4 Novembre)ore 13.30: partenza della&nbsp,sfilata&nbsp,per le vie del paeseIn Piazza della Chiesa dopo la sfilata:passerella delle mascheremusica e ballo in mascheramaccheroni, crauti e lucaniche per tuttiNei piazzali dell’Oratorio dopo la sfilata:intrattenimento e merenda per i bambini in mascheraOrganizzano il Club 3P, il Melograno e l'Oratorio, con la collaborazione della Pro Loco e delle associazioni di volontariato della borgata.&nbsp,Patrociniano la manifestazione il Comune di Mezzocorona   e la Cassa Rurale.&nbsp,DOVEMezzocorona (TN)INFORMAZIONIIscrizioni gruppi e carri (max 20 carri)Nei giorni:&nbsp,&nbsp,LUNEDI’ 6/13/20 DALLE ORE 20 ALLE 21&nbsp, PRESSO SALA EX Biblioteca VIA DE LUCAOrganizzano: C.C.R. IL MELOGRANO-ORATORIO-3 P";;26/02/2017;26/02/2017;;;;;;;;;;;"Evento singolo";;;;;;;
"Un Monte di Giochi con la Proloco e le associazioni del paese";;var/mezzocorona/storage/images/turismo/calendario-eventi/un-monte-di-giochi-con-la-proloco-e-le-associazioni-del-paese/109217-2-ita-IT/Un-Monte-di-Giochi-con-la-Proloco-e-le-associazioni-del-paese.jpg|;"Un Monte di Giochi con la Proloco e le associazioni del paese una giornata per i bambini a contatto con la naturaNumerose&nbsp,attività proposte sono dedicate ai bambini di età compresa tra i 6 e gli 11 anni ma si propone anche&nbsp,un’attività per i bambini della scuola dell’infanzia.In caso di maltempo l’evento si terrà in data 28 maggio.info e contatti mezzocorona@pianarotaliana.itiscrizioni in biblioteca a Mezzocorona.Negli allegati tutte le informazioni!";"www.comune.mezzocorona.tn.it/content/download/10017/109219/locandina retro.jpg";21/05/2017;21/05/2017;;;;;;;;;;;"Evento singolo";;;;;;;
"Settembre Rotaliano 2017  organizzato da Pro Loco Mezzocorona";;var/mezzocorona/storage/images/turismo/calendario-eventi/settembre-rotaliano-2017-organizzato-da-pro-loco-mezzocorona/109242-4-ita-IT/Settembre-Rotaliano-2017-organizzato-da-Pro-Loco-Mezzocorona.gif|;"Settembre Rotaliano Alla Scoperta del Teroldego. 27^ ed. della manifestazione dedicata alla Mostra Teroldego Rotaliano. Una kermesse enogastronomica, rivolta a professionisti e semplici appassionati, per scoprire con semplice curiosità, le caratteristiche di questo vitigno autoctono, attraverso incontri, degustazioni e abbinamenti culinari nei vari stand gestiti dalle associazioni del paese. Musica, giochi, divertimento, arte&nbsp, e tanto altro.Tutto il programma si trova al seguente linkhttp://www.settembrerotaliano.it";;01/09/2017;03/09/2017;;;;;;;;;;;"Evento singolo";;;;;;;
"Festa di S. Lorenzo al Monte con la Pro Loco - annullata causa maltempo";;var/mezzocorona/storage/images/turismo/calendario-eventi/festa-di-s.-lorenzo-al-monte-con-la-pro-loco-annullata-causa-maltempo/109267-1-ita-IT/Festa-di-S.-Lorenzo-al-Monte-con-la-Pro-Loco-annullata-causa-maltempo.jpg|;"Piacevole serata al Monte di Mezzocorona con falò e tradizionale piatto patate e “sardele.”Nell'allegato ulteriori informazioni.";www.comune.mezzocorona.tn.it/content/download/10019/109269/sanlorenzo2017ok.jpg;10/08/2017;10/08/2017;;;;;;;;;;;"Evento singolo";;;;;;;
"Festa d'Autunno al Monte con la Pro Loco";;var/mezzocorona/storage/images/turismo/calendario-eventi/festa-d-autunno-al-monte-con-la-pro-loco/109292-3-ita-IT/Festa-d-Autunno-al-Monte-con-la-Pro-Loco.jpg|;"La Proloco di Mezzocorona propone la festa d'autunno con la Pro Loco di Mezzocorona: pranzo tipico trentino (polenta e formaggio fuso) e bancarelle espositive con prodotti del territorio. Allieta la giornata musica folk.&nbsp,Tutti i dettagli nell'allegato";;17/09/2017;17/09/2017;;;;;;;;;;;"Evento singolo";;;;;;;
"Scintille di Natale con la Pro Loco";;var/mezzocorona/storage/images/turismo/calendario-eventi/scintille-di-natale-con-la-pro-loco2/109317-2-ita-IT/Scintille-di-Natale-con-la-Pro-Loco.jpg|;"Le note musicali accompagneranno lo scambio di auguri nella suggestiva Piazza della Chiesa.";www.comune.mezzocorona.tn.it/content/download/10021/109319/scintille2017ok.jpg;21/12/2017;21/12/2017;;;;;;;;;;;"Evento singolo";;;;;;;
"Spettacolo della Compagnia Le Pu-pazze con laboratorio ""Le solite storie"" in biblioteca";;var/mezzocorona/storage/images/turismo/calendario/spettacolo-della-compagnia-le-pu-pazze-con-laboratorio-le-solite-storie-in-biblioteca/109926-2-ita-IT/Spettacolo-della-Compagnia-Le-Pu-pazze-con-laboratorio-Le-solite-storie-in-biblioteca.jpg|;"La compagnia LE PU-PAZZE di S. Arcangelo (RN)presenta l'animazione comicaLE SOLITE STORIEIN BIBLIOTECA VENERDI’ 24 FEBBRAIO 2017 H. 16.45FASCIA D’ETA’. dai 4 anni in suEssendo venerdì grasso…si può venire mascherati ma senza coriandoli!!!Ingresso gratuito fino ad esaurimento dei posti disponibili°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°&nbsp,SEGUE IL LABORATORIO:&nbsp,IL LUPO E LA GALLINA&nbsp,ISCRIZIONE OBBLIGATORIA PER BIMBI DAI 4 AI 9 ANNI. PRECEDENZA AI RESIDENTIOrganizza la biblioteca";;24/02/2017;24/02/2017;;;;;;;;;;;"Evento singolo";;;;;;;
"Iniziative SAT: GIta a Monte Zugna";;var/mezzocorona/storage/images/turismo/calendario-eventi/iniziative-sat-gita-a-monte-zugna/109951-3-ita-IT/Iniziative-SAT-GIta-a-Monte-Zugna.jpg|;"In data 14.5.2017 è prevista la gita della SAT al Monte ZugnaI dettagli nell'allegata locandina.";www.comune.mezzocorona.tn.it/content/download/10083/109953/18198431_1833423163645805_2812654576212198379_n.jpg;14/05/2017;14/05/2017;;;;;;;;;;;"Evento singolo";;;;;;;
"Iniziativa della SAT: Gita sul Renon";;var/mezzocorona/storage/images/turismo/calendario/iniziativa-della-sat-gita-sul-renon/109976-2-ita-IT/Iniziativa-della-SAT-Gita-sul-Renon.jpg|;"Gita sul Renon organizzata dalla SAT sezione di Mezzocorona il 2.4.2017seguiranno ulteriori informazioni";;02/04/2017;02/04/2017;;;;;;;;;;;"Evento singolo";;;;;;;
"Iniziative della SAT: Gita In val d'Ultimo";;var/mezzocorona/storage/images/turismo/calendario/iniziative-della-sat-gita-in-val-d-ultimo/110001-3-ita-IT/Iniziative-della-SAT-Gita-In-val-d-Ultimo.png|;"Iniziative della SAT: Gita in Val d'Ultimo previste in data 19.3.2017.Nell'allegato ulteriori informazioni.";;19/03/2017;19/03/2017;;;;;;;;;;;"Evento singolo";;;;;;;
"Iniziative della SAT: Ciaspolada a Tires-Malga Haniger";;var/mezzocorona/storage/images/turismo/calendario/iniziative-della-sat-ciaspolada-a-tires-malga-haniger/110026-1-ita-IT/Iniziative-della-SAT-Ciaspolada-a-Tires-Malga-Haniger.jpg|;"Iniziative della SAT: Ciaspolada a Tires-&nbsp,Malga Hanigerprevista in data 19.2.2017In allegato il programma dettagliato";"www.comune.mezzocorona.tn.it/content/download/10086/110028/Malga Haniger.pdf";19/02/2017;19/02/2017;;;;;;;;;;;"Evento singolo";;;;;;;
"Gara sociale Sci club Mezzocorona";;var/mezzocorona/storage/images/turismo/calendario/gara-sociale-sci-club-mezzocorona/110051-1-ita-IT/Gara-sociale-Sci-club-Mezzocorona.png|;"Lo Sci Club Mezzocorona organizza per il giorno domenica 12 febbraio 2016 sulla pista “S.Antonio 2” (Gaggia) in Paganella:GARA SOCIALELe iscrizioni alla gara vengono raccolte presso il Bar “En Piazza”, a Mezzocorona fino alleore 20.00 del giorno VENERDI’ 10 febbraio ’17.All’atto dell’iscrizione deve essere specificato nome, cognome e data di nascita. Le quotedi partecipazione per i soci dello sci club sono fissate in € 10,00 per gli adulti e € 5,00Per motivi organizzativi non saranno ammesse iscrizioni successive al termine fissato.I pettorali saranno distribuiti alla partenza della Pista “S. Antonio 2”- Ore 9.30 partenza Gara SocialeSI RICORDA CHE SUL TRACCIATO DELLA GARA E’ OBBLIGATORIOSEMPRE E PER TUTTI L’USO DEL CASCOLa premiazione avrà luogo presso l’auditorium della Cassa Rurale di Mezzocorona alle ore18.30 di sabato 18 febbraio, alla fine della serata avrà luogo una lotteria tra i concorrenti";;12/02/2017;12/02/2017;;;;;;;;;;;"Evento singolo";;;;;;;
"1 billion rising revolution - manifestazione di solidarietà a donne e bambine vittime di violenza";;var/mezzocorona/storage/images/turismo/calendario/1-billion-rising-revolution-manifestazione-di-solidarieta-a-donne-e-bambine-vittime-di-violenza/110185-3-ita-IT/1-billion-rising-revolution-manifestazione-di-solidarieta-a-donne-e-bambine-vittime-di-violenza.jpg|;"Un miliardo di voci contro la violenza su donne e bambine.Manifestazione di solidarietà a donne e bambine vittime di violenza.Organizza l'Associazione sportiva danziAMO";"www.comune.mezzocorona.tn.it/content/download/10101/110187/braide image1.JPG";14/02/2017;14/02/2017;;;"Centro Commerciale Braide";;;;;;;;"Evento singolo";;;;;;;
"I genitori della scuola materna presentano ""Festa in fattoria"" a Teatro S. Gottardo";;var/mezzocorona/storage/images/turismo/calendario/i-genitori-della-scuola-materna-presentano-festa-in-fattoria-a-teatro-s.-gottardo/110687-1-ita-IT/I-genitori-della-scuola-materna-presentano-Festa-in-fattoria-a-Teatro-S.-Gottardo.png|;"Il comitato dei genitori della scuola materna di Mezzocorona promuove la replica per il pubblico della recita preparata per il carnevale all’asilo dal titolo:LA FESTA IN FATTORIASONO AUTORI, ATTORI, MUSICISTI, SCENOGRAFI E REGISTII GENITORI VOLONTARI...Ci sarà da ridere J  &nbsp,  &nbsp,A TEATRO SAN GOTTARDO&nbsp, DI MEZZOCORONA &nbsp,SABATO 25 FEBBRAIO 2017 ORE 16.30INGRESSO AD OFFERTA.PER CONTRIBUIRE AL RIFACIMENTO DEI GIARDINI DELLA SCUOLA MATERNA DI MEZZOCORONA";;25/02/2017;25/02/2017;;;;;;;;;;;"Evento singolo";;;;;;;
"""Mezzocorona e i poeti"" con il C.C.R. Il Melograno";;var/mezzocorona/storage/images/turismo/calendario/mezzocorona-e-i-poeti-con-il-c.c.r.-il-melograno/110860-1-ita-IT/Mezzocorona-e-i-poeti-con-il-C.C.R.-Il-Melograno.jpg|;"Il C.C.R. Il Melograno organizza come ogni anno la serata di poersia e musica &quot,Mezzocorona e i poeti&quot, sabato 29.4.2017 h. 20 presso l'auditorium della Cassa rurale di Mezzocorona.Presenta Livio Fadanelli.Con l'occasione l'associazione festeggia 25 anni!";;29/04/2017;29/04/2017;;;;;;;;;;;"Evento singolo";;;;;;;
"""Impariamo a fare le zirele"" all' A.P.S.P. Cristani de Luca";;var/mezzocorona/storage/images/turismo/calendario/impariamo-a-fare-le-zirele-all-a.p.s.p.-cristani-de-luca/148172-1-ita-IT/Impariamo-a-fare-le-zirele-all-A.P.S.P.-Cristani-de-Luca.jpg|;"Lunedì 6 marzo a partire dalle ore 20.00 presso l'A.P.S.P. Cristani de Luca di Mezzocorona si può imparare a fare le caramelle &quot,zirele&quot, con l'esperto Damiano Casagrande.Per informazioni ulteriri si veda la locandina o si telefoni al numero 0461605303";;06/03/2017;06/03/2017;;;;;;;;;;;"Evento singolo";;;;;;;
"AgriCultura. una forma di educazione alla sostenibilità";;var/mezzocorona/storage/images/turismo/calendario/agricultura.-una-forma-di-educazione-alla-sostenibilita/148317-1-ita-IT/AgriCultura.-una-forma-di-educazione-alla-sostenibilita.png|;"AgriCultura.Una forma dieducazionealla sostenibilità&nbsp,10.03.2017 ore 20.15, Auditorium dellaCassa Rurale di Mezzocorona (via Dante Alighieri 8)&nbsp,Ascesa e declino dell’agricoltura industriale.PIERO BEVILACQUA. Storico, scrittore, saggista italiano, docente di Storia all’università La sapienza di Roma, autore del libro “La mucca è savia. Ragioni storiche della crisi alimentare europea”&nbsp,  Esperienza sapere, rispetto: l’organismo agricolo autosufficiente.FAUSTO JORI.Cofondatore della Cooperativa agricola Vitulia Biocontadini Mediterranei e appassionato di innovazione.    Cercando un altro Egitto. Un’oasi di sapere nel deserto.NICOLA ZANARDI.Divulgatore, docente all’Università di Milano Bicocca, fondatore di Hublab, società di trasferimento di conoscenza.    Il caso Sekem: una condivisione di competenze in agricoltura.LORENZO ANDREISSTEFANO CIOFFI,MICHELE DALLAGO,VALERIANO CHIETTINI.  ";www.comune.mezzocorona.tn.it/content/download/12243/148319/AgriCultura.pdf;10/03/2017;10/03/2017;;;;;;;;;;;"Evento singolo";;;;;;;
"Are ere ire : creare leggere scoprire dal titolo: Risvegli della natura nei campi Rotaliani  ";;var/mezzocorona/storage/images/turismo/calendario/are-ere-ire-creare-leggere-scoprire-dal-titolo-risvegli-della-natura-nei-campi-rotaliani/148342-2-ita-IT/Are-ere-ire-creare-leggere-scoprire-dal-titolo-Risvegli-della-natura-nei-campi-Rotaliani.png|;"La biblioteca propone l'iniziativa Are ere ire : creare leggere scoprire dal titolo:Risvegli della natura nei campi RotalianiGuida visiva con foto di MARIO VIOLAGIOVEDì 30 MARZO ORE 16.15-17.45 MezzocoronaLUNEDì 3 APRILE ORE 16.30-17.45 Roverè d. LunaVENERDI' 17 MARZO ORE 14.00-16.00 Nave S. RoccoSCOPRIREMO LA VARIETA’ DI ANIMALI CHE ABITANO NELLE NOSTRE CAMPAGNE GRAZIE ALLA GUIDA VISIVA DI MARIO VIOLA&nbsp,LETTURA E LAVORETTO A TEMA&nbsp,&nbsp,ISCRIZIONE OBBLIGATORIA IN BIBLIOTECAFINO AD ESAURIMENTO DEI POSTI DISPONIBILI.&nbsp,I bambini minori di 6 anni vanno accompagnatiPRECEDENZA AI BAMBINI RESIDENTI A MEZZOCORONA";;30/03/2017;30/03/2017;;;;;;;;;;;"Evento singolo";;;;;;;
"Corso di Educazione Finanziaria - Credito con il Club Giovani soci della Cassa rurale di Mezzocorona";;var/mezzocorona/storage/images/turismo/calendario/corso-di-educazione-finanziaria-credito-con-il-club-giovani-soci-della-cassa-rurale-di-mezzocorona/148645-1-ita-IT/Corso-di-Educazione-Finanziaria-Credito-con-il-Club-Giovani-soci-della-Cassa-rurale-di-Mezzocorona.jpg|;"Il Club Giovani soci della Cassa rurale di Mezzocorona propone unCorso di Educazione Finanziaria - Credito in tre incontri: vedi locandinaSi apre con una serata formativa sul tema del Credito il Corso di Educazione Finanziaria organizzato dal Club Giovani Soci in collaborazione con la Cassa Rurale di Mezzocorona.Argomenti trattati:- mutui (giovani, casa, aziende / nuove attivita', garanzie, piani di ammortamento, ...)- leasingRelatore: Danilo WebberLa serata si terra' presso la sala formazione della Corte di Palazzo Martini. La partecipazione e' libera. Per informazioni scrivere a giovani@cr-mezzocorona.net o chiamare il 340 4602786";www.comune.mezzocorona.tn.it/content/download/12285/148647/locandina.pdf;08/03/2017;08/03/2017;;;;;;;;;;;"Evento singolo";;;;;;;
"Corso di educazione finanziaria: investimenti-finanza con il Club giovani soci della Cassa rurale di Mezzocorona";;var/mezzocorona/storage/images/turismo/calendario/corso-di-educazione-finanziaria-investimenti-finanza-con-il-club-giovani-soci-della-cassa-rurale-di-mezzocorona/148742-1-ita-IT/Corso-di-educazione-finanziaria-investimenti-finanza-con-il-Club-giovani-soci-della-Cassa-rurale-di-Mezzocorona.jpg|;"l Club Giovani soci della Cassa rurale di Mezzocorona propone unCorso di Educazione Finanziaria - Credito in tre incontri: vedi locandina allegata all'evento dell'8.3.2017La seconda serata formativa del Corso di Educazione Finanziaria organizzato dal Club Giovani Soci in collaborazione con la Cassa Rurale di Mezzocorona verte su&nbsp,investimenti e finanza&nbsp,Relatori: Luca Malfatti e Jessica Villa BertèLa serata si terra' presso la sala formazione della Corte di Palazzo Martini. La partecipazione e' libera.&nbsp,Per informazioni scrivere a giovani@cr-mezzocorona.net o chiamare il 340 4602786";;15/03/2017;15/03/2017;;;;;;;;;;;"Evento singolo";;;;;;;
"Corso di educazione finanziaria: Risparmio, con il Club giovani soci della Cassa rurale di Mezzocorona";;var/mezzocorona/storage/images/turismo/calendario/corso-di-educazione-finanziaria-risparmio-con-il-club-giovani-soci-della-cassa-rurale-di-mezzocorona/149125-1-ita-IT/Corso-di-educazione-finanziaria-Risparmio-con-il-Club-giovani-soci-della-Cassa-rurale-di-Mezzocorona.jpg|;"l Club Giovani soci della Cassa rurale di Mezzocorona propone unCorso di Educazione Finanziaria - Credito in tre incontri: vedi locandina allegata all'evento dell'8.3.2017La terza serata formativa del Corso di Educazione Finanziaria organizzato dal Club Giovani Soci in collaborazione con la Cassa Rurale di Mezzocorona verte su conti correnti, carte, inbank e strumenti mobileRelatori: Walter Fiamozzi e Martino GriecoLa serata si terra' presso la sala formazione della Corte di Palazzo Martini. La partecipazione e' libera.&nbsp,Per informazioni scrivere a giovani@cr-mezzocorona.net o chiamare il 340 4602786";;22/03/2017;22/03/2017;;;;;;;;;;;"Evento singolo";;;;;;;
